sale_id,date,count_pizza,count_drink,price,user_id
1003026,2022-02-04 18:21:38,1,0,660,ade5e3
1003027,2022-02-04 18:22:05,2,0,1380,3e5989
1003028,2022-02-04 18:22:09,2,0,1440,349859
1003029,2022-02-04 18:22:17,1,0,540,7639cb
1003030,2022-02-04 18:22:41,2,0,1200,39e6de
1003031,2022-02-04 18:22:57,1,0,600,534989
1003032,2022-02-04 18:23:09,2,0,1380,523423
1003033,2022-02-04 18:23:12,1,0,780,4943a8
1003034,2022-02-04 18:23:18,1,0,720,d6a581
1003035,2022-02-04 18:23:24,1,0,840,9aecfc
1003036,2022-02-04 18:23:26,2,1,1320,5ded6f
1003037,2022-02-04 18:23:27,1,1,630,c7dd80
1003038,2022-02-04 18:23:31,1,0,720,6b3d50
1003039,2022-02-04 18:23:36,1,1,780,e548a7
1003040,2022-02-04 18:24:02,1,1,870,5868a4
1003041,2022-02-04 18:24:09,2,1,1650,f984a0
1003042,2022-02-04 18:24:19,1,0,720,3381e8
1003043,2022-02-04 18:24:56,1,0,600,d45967
1003044,2022-02-04 18:25:04,1,0,720,164797
1003045,2022-02-04 18:25:10,1,0,600,9cd3e6
1003046,2022-02-04 18:25:31,2,1,1620,ace1ed
1003047,2022-02-04 18:25:42,1,1,660,0104b5
1003048,2022-02-04 18:26:00,1,1,870,53224a
1003049,2022-02-04 18:26:08,1,1,810,033734
1003050,2022-02-04 18:26:17,1,0,780,ba579d
1003051,2022-02-04 18:26:24,1,0,780,617f62
1003052,2022-02-04 18:26:26,1,0,780,92e391
1003053,2022-02-04 18:26:29,1,0,720,2e7862
1003054,2022-02-04 18:26:36,1,0,540,d8a437
1003055,2022-02-04 18:26:47,1,1,780,664801
1003056,2022-02-04 18:26:54,1,0,780,6f2006
1003057,2022-02-04 18:27:03,1,0,720,54469d
1003058,2022-02-04 18:27:24,1,1,600,71e1fa
1003059,2022-02-04 18:27:30,2,0,1500,58a8aa
1003060,2022-02-04 18:27:30,2,0,1200,514d9e
1003061,2022-02-04 18:27:42,1,0,540,abd9e8
1003062,2022-02-04 18:27:45,1,0,720,055d97
1003063,2022-02-04 18:27:49,1,0,600,154254
1003064,2022-02-04 18:28:08,1,0,720,3580fd
1003065,2022-02-04 18:28:10,1,0,600,1dc5e9
1003066,2022-02-04 18:28:31,2,1,1590,b09af2
1003067,2022-02-04 18:28:38,1,0,600,9f730e
1003068,2022-02-04 18:29:10,5,0,3360,5651af
1003069,2022-02-04 18:29:13,1,1,750,f41e78
1003070,2022-02-04 18:29:26,3,0,2340,37f70c
1003071,2022-02-04 18:29:29,1,0,780,2f624c
1003072,2022-02-04 18:29:49,1,0,600,754bae
1003073,2022-02-04 18:30:01,3,2,2490,711997
1003074,2022-02-04 18:30:08,2,0,1500,72bb9e
1003075,2022-02-04 18:30:13,1,0,720,3f4c2c
1003076,2022-02-04 18:30:23,3,2,2190,b934db
1003077,2022-02-04 18:30:26,2,1,1560,78e28a
1003078,2022-02-04 18:30:37,2,1,1680,e65817
1003079,2022-02-04 18:30:42,1,1,840,43dad6
1003080,2022-02-04 18:30:49,1,0,840,a61ff8
1003081,2022-02-04 18:30:50,1,0,720,659b28
1003082,2022-02-04 18:30:53,1,1,840,95dbf8
1003083,2022-02-04 18:31:01,3,1,2430,0f80f5
1003084,2022-02-04 18:31:09,1,1,810,980514
1003085,2022-02-04 18:31:15,6,2,4230,a5b475
1003086,2022-02-04 18:31:16,1,0,720,00c6f9
1003087,2022-02-04 18:32:12,2,1,1590,8d4be2
1003088,2022-02-04 18:32:26,3,1,2160,961541
1003089,2022-02-04 18:32:48,1,0,600,441d74
1003090,2022-02-04 18:33:18,2,0,1320,da237e
1003091,2022-02-04 18:33:18,2,1,1320,e2943f
1003092,2022-02-04 18:33:20,1,0,780,698f4e
1003093,2022-02-04 18:33:24,1,0,840,0b67bc
1003094,2022-02-04 18:33:34,1,0,600,017663
1003095,2022-02-04 18:33:45,1,0,780,e4db18
1003096,2022-02-04 18:34:23,1,0,600,da0c3f
1003097,2022-02-04 18:34:31,1,0,540,1d2e2e
1003098,2022-02-04 18:34:42,2,0,1320,7064da
1003099,2022-02-04 18:34:44,1,0,840,38da38
1003100,2022-02-04 18:35:02,1,0,840,dd87f3
1003101,2022-02-04 18:35:11,3,0,1920,0fa08f
1003102,2022-02-04 18:35:20,1,0,540,45e7fc
1003103,2022-02-04 18:35:25,3,0,2160,56307c
1003104,2022-02-04 18:35:27,1,0,840,42f3a4
1003105,2022-02-04 18:35:27,1,0,600,874a15
1003106,2022-02-04 18:35:28,2,0,1080,527cb0
1003107,2022-02-04 18:35:29,1,1,810,7a6798
1003108,2022-02-04 18:35:32,1,0,840,0f59f6
1003109,2022-02-04 18:35:41,2,0,1320,6efc15
1003110,2022-02-04 18:36:08,1,0,720,87ce2d
1003111,2022-02-04 18:36:47,6,3,3960,d40671
1003112,2022-02-04 18:37:20,6,1,4320,9be956
1003113,2022-02-04 18:37:28,1,0,600,c7e1cb
1003114,2022-02-04 18:37:38,1,0,600,4ce19c
1003115,2022-02-04 18:37:49,1,0,600,170bfe
1003116,2022-02-04 18:37:53,3,0,2040,77714c
1003117,2022-02-04 18:37:57,2,0,1380,485a61
1003118,2022-02-04 18:38:00,1,0,600,2c6a1c
1003119,2022-02-04 18:38:15,3,1,2310,3ed1fa
1003120,2022-02-04 18:38:22,1,1,840,65be28
1003121,2022-02-04 18:38:25,2,1,1350,396248
1003122,2022-02-04 18:38:26,1,0,540,516221
1003123,2022-02-04 18:38:35,1,0,780,a7c908
1003124,2022-02-04 18:39:13,4,1,2610,7f44b8
1003125,2022-02-04 18:39:33,5,0,3000,17644d
1003126,2022-02-04 18:39:49,1,0,780,08237e
1003127,2022-02-04 18:40:37,1,0,540,2b4057
1003128,2022-02-04 18:40:52,1,0,780,c5d58a
1003129,2022-02-04 18:40:55,1,0,840,c2fd98
1003130,2022-02-04 18:41:04,5,1,3930,949eef
1003131,2022-02-04 18:41:07,2,0,1560,838cfe
1003132,2022-02-04 18:41:10,1,0,780,19a190
1003133,2022-02-04 18:41:17,3,1,2130,73c1a1
1003134,2022-02-04 18:41:22,1,0,540,f7a53f
1003135,2022-02-04 18:41:41,3,0,1980,152c8b
1003136,2022-02-04 18:42:20,1,1,600,59a1ed
1003137,2022-02-04 18:42:27,1,0,780,972134
1003138,2022-02-04 18:42:28,2,0,1260,27c797
1003139,2022-02-04 18:42:53,1,1,840,8bdf0c
1003140,2022-02-04 18:43:00,2,1,1530,b091f2
1003141,2022-02-04 18:43:01,1,0,840,add6ea
1003142,2022-02-04 18:43:04,1,1,690,6b8578
1003143,2022-02-04 18:43:22,1,0,780,220872
1003144,2022-02-04 18:43:39,1,0,660,4c4ae2
1003145,2022-02-04 18:43:41,4,0,3060,c222d4
1003146,2022-02-04 18:43:46,4,2,3150,bd1874
1003147,2022-02-04 18:43:47,3,0,1680,427626
1003148,2022-02-04 18:43:51,2,0,1560,61c508
1003149,2022-02-04 18:43:58,1,0,540,feb5e4
1003150,2022-02-04 18:44:07,2,1,1530,735ca7
1003151,2022-02-04 18:44:14,2,0,1560,977c8c
1003152,2022-02-04 18:44:14,1,0,660,a99476
1003153,2022-02-04 18:44:27,2,0,1140,29d78f
1003154,2022-02-04 18:44:30,1,1,690,71ca79
1003155,2022-02-04 18:44:37,1,0,840,96fc22
1003156,2022-02-04 18:44:39,2,1,1650,eb9816
1003157,2022-02-04 18:44:41,2,0,1380,a626d7
1003158,2022-02-04 18:44:50,1,0,540,c33810
1003159,2022-02-04 18:44:58,1,0,720,c28b37
1003160,2022-02-04 18:45:17,1,0,720,287e4e
1003161,2022-02-04 18:45:22,3,0,2280,cfab42
1003162,2022-02-04 18:45:29,1,0,780,f2aafe
1003163,2022-02-04 18:45:32,1,0,720,ab5437
1003164,2022-02-04 18:45:42,2,0,1140,c9faa6
1003165,2022-02-04 18:45:46,3,2,1980,d9473d
1003166,2022-02-04 18:45:57,2,0,1380,de822c
1003167,2022-02-04 18:46:10,1,0,720,b705f4
1003168,2022-02-04 18:46:26,2,0,1200,37752a
1003169,2022-02-04 18:46:38,1,0,840,71b74b
1003170,2022-02-04 18:46:49,1,0,660,ddef7a
1003171,2022-02-04 18:46:50,2,1,1470,600f7e
1003172,2022-02-04 18:46:59,3,1,2040,2e46c2
1003173,2022-02-04 18:47:01,1,0,840,e56086
1003174,2022-02-04 18:47:12,2,0,1620,8c9c95
1003175,2022-02-04 18:47:33,1,1,810,26fdcb
1003176,2022-02-04 18:47:37,1,0,840,4d68f5
1003177,2022-02-04 18:47:47,4,1,3000,95ebca
1003178,2022-02-04 18:47:53,1,0,660,48a702
1003179,2022-02-04 18:48:17,1,0,840,65e5d3
1003180,2022-02-04 18:48:18,1,0,600,f3a6f5
1003181,2022-02-04 18:48:21,3,1,2100,719825
1003182,2022-02-04 18:48:28,4,2,3360,aa58e1
1003183,2022-02-04 18:48:49,1,1,810,fe0cea
1003184,2022-02-04 18:48:53,4,0,3000,0f64d9
1003185,2022-02-04 18:48:54,1,0,660,10df03
1003186,2022-02-04 18:48:55,1,0,780,1f0c27
1003187,2022-02-04 18:48:59,1,0,780,25cf55
1003188,2022-02-04 18:49:15,1,0,840,80f53f
1003189,2022-02-04 18:49:15,2,0,1380,722ac1
1003190,2022-02-04 18:49:23,5,1,3450,b9f681
1003191,2022-02-04 18:49:24,2,0,1200,313bc9
1003192,2022-02-04 18:49:47,1,1,750,2ed8f2
1003193,2022-02-04 18:49:53,1,0,840,a51733
1003194,2022-02-04 18:50:07,2,0,1500,d68b91
1003195,2022-02-04 18:50:08,1,1,810,039215
1003196,2022-02-04 18:50:10,2,0,1560,eae34a
1003197,2022-02-04 18:50:11,4,0,2820,182214
1003198,2022-02-04 18:50:19,1,0,600,33f50c
1003199,2022-02-04 18:50:22,1,0,840,5e5254
1003200,2022-02-04 18:50:34,1,0,660,411565
1003201,2022-02-04 18:51:06,1,0,540,3a2b9b
1003202,2022-02-04 18:51:09,2,0,1500,d432bf
1003203,2022-02-04 18:51:26,1,0,660,2067fb
1003204,2022-02-04 18:51:26,1,0,660,3b7e5f
1003205,2022-02-04 18:51:26,2,1,1500,dc7342
1003206,2022-02-04 18:51:27,1,0,660,4b6ef0
1003207,2022-02-04 18:51:28,1,0,780,dfadab
1003208,2022-02-04 18:51:44,1,0,780,de4f18
1003209,2022-02-04 18:51:47,5,2,3600,f7d698
1003210,2022-02-04 18:52:00,3,0,1800,0b658d
1003211,2022-02-04 18:52:02,1,0,840,9f965b
1003212,2022-02-04 18:52:09,3,1,1950,b02ab2
1003213,2022-02-04 18:52:10,2,0,1260,f1aa1c
1003214,2022-02-04 18:52:16,1,0,600,4f6f5b
1003215,2022-02-04 18:52:46,1,1,720,1cacdc
1003216,2022-02-04 18:53:09,3,0,2100,79bd38
1003217,2022-02-04 18:53:27,2,1,1530,b94652
1003218,2022-02-04 18:53:36,1,0,780,90fe1e
1003219,2022-02-04 18:53:46,1,0,840,c9fd38
1003220,2022-02-04 18:53:51,1,0,540,7d3292
1003221,2022-02-04 18:53:54,2,1,1530,263c8c
1003222,2022-02-04 18:54:21,1,0,600,b1288f
1003223,2022-02-04 18:54:25,2,0,1440,381fb1
1003224,2022-02-04 18:54:33,2,1,1350,747743
1003225,2022-02-04 18:54:34,2,1,1290,d26267
1003226,2022-02-04 18:54:49,3,1,2340,57e20e
1003227,2022-02-04 18:54:52,1,0,780,32cfe9
1003228,2022-02-04 18:54:54,2,1,1620,9d3f9d
1003229,2022-02-04 18:54:58,1,1,780,99cf18
1003230,2022-02-04 18:55:03,2,1,1200,b9a86c
1003231,2022-02-04 18:55:07,1,0,600,be96a7
1003232,2022-02-04 18:55:21,2,0,1680,6f9766
1003233,2022-02-04 18:55:56,2,0,1440,326f44
1003234,2022-02-04 18:55:59,1,0,600,42eb12
1003235,2022-02-04 18:56:02,1,0,720,c6a043
1003236,2022-02-04 18:56:25,1,0,840,753f14
1003237,2022-02-04 18:56:37,2,0,1320,3c7c2a
1003238,2022-02-04 18:56:41,1,0,720,f04d27
1003239,2022-02-04 18:56:54,1,0,780,4e6cdc
1003240,2022-02-04 18:57:14,1,1,870,a7c3b8
1003241,2022-02-04 18:57:34,1,0,840,7e1bfd
1003242,2022-02-04 18:57:43,7,1,5070,c1928a
1003243,2022-02-04 18:57:51,1,0,780,e4d185
1003244,2022-02-04 18:58:55,1,0,720,767d47
1003245,2022-02-04 18:59:06,1,1,840,b8dc9e
1003246,2022-02-04 18:59:15,3,0,2160,5eca95
1003247,2022-02-04 18:59:21,3,1,2280,a838bf
1003248,2022-02-04 18:59:25,1,1,780,8ebef3
1003249,2022-02-04 18:59:27,1,0,600,28ca3c
1003250,2022-02-04 18:59:31,1,0,660,60dc9d
1003251,2022-02-04 18:59:50,1,0,540,705dc9
1003252,2022-02-04 19:00:08,2,1,1680,f7bc28
1003253,2022-02-04 19:00:13,1,0,840,935457
1003254,2022-02-04 19:00:18,1,0,780,c0968b
1003255,2022-02-04 19:00:20,1,0,720,30e147
1003256,2022-02-04 19:00:25,3,1,2340,2a884c
1003257,2022-02-04 19:00:43,1,1,630,70f632
1003258,2022-02-04 19:00:49,2,1,1320,9aaddf
1003259,2022-02-04 19:00:50,1,1,600,8da27a
1003260,2022-02-04 19:01:03,2,0,1320,740943
1003261,2022-02-04 19:01:07,1,0,600,552e08
1003262,2022-02-04 19:01:09,1,0,540,371a74
1003263,2022-02-04 19:01:17,2,0,1200,183426
1003264,2022-02-04 19:01:23,2,0,1620,5277be
1003265,2022-02-04 19:01:45,1,0,780,90a4c2
1003266,2022-02-04 19:01:47,2,0,1500,aa153b
1003267,2022-02-04 19:01:53,1,1,840,3a9791
1003268,2022-02-04 19:02:08,1,0,780,70ff36
1003269,2022-02-04 19:02:14,2,0,1560,530dae
1003270,2022-02-04 19:02:15,2,1,1650,6298c0
1003271,2022-02-04 19:02:20,1,0,600,562555
1003272,2022-02-04 19:02:25,1,1,840,653fec
1003273,2022-02-04 19:02:37,1,0,540,8df31d
1003274,2022-02-04 19:02:49,1,0,540,0a230c
1003275,2022-02-04 19:02:53,1,0,540,c3a462
1003276,2022-02-04 19:03:03,1,0,600,4eef09
1003277,2022-02-04 19:03:09,3,0,2220,3cfcad
1003278,2022-02-04 19:03:36,2,0,1200,1480c1
1003279,2022-02-04 19:03:50,2,1,1260,d9e597
1003280,2022-02-04 19:03:55,1,0,600,cb2610
1003281,2022-02-04 19:04:05,1,1,630,fe37ea
1003282,2022-02-04 19:04:07,2,0,1560,e00a57
1003283,2022-02-04 19:04:20,2,0,1380,ac4539
1003284,2022-02-04 19:04:26,1,1,840,b42647
1003285,2022-02-04 19:04:49,2,0,1440,a99075
1003286,2022-02-04 19:05:33,1,0,780,3172f4
1003287,2022-02-04 19:05:37,2,0,1320,a6189d
1003288,2022-02-04 19:05:37,2,1,1710,22985e
1003289,2022-02-04 19:05:40,1,0,720,9b2537
1003290,2022-02-04 19:05:47,1,0,840,4786c6
1003291,2022-02-04 19:05:59,1,0,720,9758dd
1003292,2022-02-04 19:06:04,1,1,720,177f1f
1003293,2022-02-04 19:06:14,2,0,1440,0b6495
1003294,2022-02-04 19:06:29,1,0,660,1bd626
1003295,2022-02-04 19:06:43,1,1,870,c49497
1003296,2022-02-04 19:06:44,1,0,780,53df3b
1003297,2022-02-04 19:06:51,5,0,3420,3b6167
1003298,2022-02-04 19:07:31,1,0,840,6e4abb
1003299,2022-02-04 19:07:43,1,0,780,d495a6
1003300,2022-02-04 19:07:45,1,0,540,1aed17
1003301,2022-02-04 19:07:48,1,0,600,147fb2
1003302,2022-02-04 19:07:58,1,0,540,5d9a07
1003303,2022-02-04 19:08:03,1,0,780,8ac86d
1003304,2022-02-04 19:08:10,1,0,600,635e7d
1003305,2022-02-04 19:08:17,2,0,1620,57f309
1003306,2022-02-04 19:08:22,1,0,720,63b86f
1003307,2022-02-04 19:08:30,1,0,780,5184ec
1003308,2022-02-04 19:08:51,2,0,1200,16cda8
1003309,2022-02-04 19:08:55,1,0,840,f755bc
1003310,2022-02-04 19:08:56,1,0,600,ffa00a
1003311,2022-02-04 19:09:10,1,0,660,83db2c
1003312,2022-02-04 19:09:27,1,0,780,bd7ae0
1003313,2022-02-04 19:09:29,1,0,840,1146a3
1003314,2022-02-04 19:10:07,2,0,1380,2292e3
1003315,2022-02-04 19:10:26,4,0,2400,4c0119
1003316,2022-02-04 19:10:50,1,1,720,2a6e48
1003317,2022-02-04 19:10:52,5,0,3720,023b90
1003318,2022-02-04 19:10:57,1,0,600,fe9a35
1003319,2022-02-04 19:11:11,1,0,720,0db880
1003320,2022-02-04 19:11:14,2,0,1500,e0e29d
1003321,2022-02-04 19:11:18,1,1,930,2e7afb
1003322,2022-02-04 19:11:29,1,0,840,0eb093
1003323,2022-02-04 19:11:38,1,0,660,f0d41a
1003324,2022-02-04 19:11:46,1,1,930,9c8d11
1003325,2022-02-04 19:12:01,3,0,1860,a032e8
1003326,2022-02-04 19:12:12,1,1,690,c9869e
1003327,2022-02-04 19:12:17,1,1,600,43e9be
1003328,2022-02-04 19:12:18,3,1,1980,c81fd2
1003329,2022-02-04 19:12:46,1,1,690,de61c9
1003330,2022-02-04 19:12:55,1,0,720,df27d4
1003331,2022-02-04 19:13:07,1,0,780,7a07d9
1003332,2022-02-04 19:13:11,1,0,840,b9f8be
1003333,2022-02-04 19:13:20,1,0,720,48d276
1003334,2022-02-04 19:14:12,5,1,3390,0651e8
1003335,2022-02-04 19:14:30,1,0,540,d8bd5e
1003336,2022-02-04 19:14:33,1,0,720,9cda04
1003337,2022-02-04 19:14:40,1,0,780,42c6da
1003338,2022-02-04 19:15:04,1,0,600,cf9ac7
1003339,2022-02-04 19:15:08,1,0,840,095cef
1003340,2022-02-04 19:15:36,2,2,1380,2d074d
1003341,2022-02-04 19:15:37,3,0,2160,4965b7
1003342,2022-02-04 19:15:40,1,0,600,9cbc34
1003343,2022-02-04 19:15:41,1,0,600,1b481c
1003344,2022-02-04 19:15:48,1,0,540,39fad8
1003345,2022-02-04 19:15:53,2,2,1500,5451dc
1003346,2022-02-04 19:16:24,1,0,780,d58a45
1003347,2022-02-04 19:16:28,1,0,660,39d9d9
1003348,2022-02-04 19:16:36,1,1,600,37b49c
1003349,2022-02-04 19:16:40,1,0,600,dc3e08
1003350,2022-02-04 19:16:51,3,0,2340,93fd1f
1003351,2022-02-04 19:17:10,3,0,1740,d73199
1003352,2022-02-04 19:17:34,2,1,1650,2b2dd5
1003353,2022-02-04 19:17:39,4,0,2580,ab849b
1003354,2022-02-04 19:17:39,1,0,540,e36d23
1003355,2022-02-04 19:17:42,2,1,1500,993511
1003356,2022-02-04 19:17:46,1,0,720,e28344
1003357,2022-02-04 19:17:46,2,0,1380,703ff8
1003358,2022-02-04 19:17:51,1,0,600,3cb6e2
1003359,2022-02-04 19:18:23,2,0,1620,f8617c
1003360,2022-02-04 19:18:28,1,0,720,eeb50d
1003361,2022-02-04 19:18:36,3,1,2400,17d3cf
1003362,2022-02-04 19:18:40,2,0,1380,a045f8
1003363,2022-02-04 19:18:44,1,0,600,7f891f
1003364,2022-02-04 19:18:53,1,0,720,872a29
1003365,2022-02-04 19:19:23,1,0,780,55d41f
1003366,2022-02-04 19:19:34,1,0,780,8551e3
1003367,2022-02-04 19:19:55,2,1,1590,fe1c75
1003368,2022-02-04 19:20:06,2,0,1380,a71b43
1003369,2022-02-04 19:20:06,3,1,2250,87b675
1003370,2022-02-04 19:20:08,1,1,900,a67e42
1003371,2022-02-04 19:20:10,2,0,1380,b07ee0
1003372,2022-02-04 19:20:11,2,2,1440,f6c1ca
1003373,2022-02-04 19:20:26,1,0,720,96f2ea
1003374,2022-02-04 19:20:38,2,1,1470,452716
1003375,2022-02-04 19:20:42,2,0,1380,ba2504
1003376,2022-02-04 19:20:57,2,0,1500,21f272
1003377,2022-02-04 19:21:05,1,0,600,075963
1003378,2022-02-04 19:21:08,1,0,720,72afd3
1003379,2022-02-04 19:21:09,1,0,840,14d2d6
1003380,2022-02-04 19:21:14,1,0,540,bf401f
1003381,2022-02-04 19:21:18,1,1,840,6e005b
1003382,2022-02-04 19:21:29,1,0,660,c11d41
1003383,2022-02-04 19:21:32,1,0,780,505dbe
1003384,2022-02-04 19:21:45,1,0,840,d447ce
1003385,2022-02-04 19:21:47,1,0,780,c5fadf
1003386,2022-02-04 19:22:05,2,0,1260,0cc493
1003387,2022-02-04 19:22:05,1,0,540,3832f9
1003388,2022-02-04 19:22:07,1,0,780,d4d518
1003389,2022-02-04 19:22:13,1,0,780,070a33
1003390,2022-02-04 19:22:23,1,1,600,7f1872
1003391,2022-02-04 19:22:54,2,0,1260,fb77e4
1003392,2022-02-04 19:23:05,1,0,780,28c7a8
1003393,2022-02-04 19:23:10,2,1,1560,529865
1003394,2022-02-04 19:23:30,1,0,540,8ef2af
1003395,2022-02-04 19:23:30,2,0,1500,bb261b
1003396,2022-02-04 19:23:42,2,2,1320,b1b454
1003397,2022-02-04 19:23:50,1,0,540,105730
1003398,2022-02-04 19:23:51,1,0,540,9ddbec
1003399,2022-02-04 19:23:56,4,0,3060,516eef
1003400,2022-02-04 19:24:02,2,0,1320,c794cb
1003401,2022-02-04 19:24:05,3,0,1920,fa27ef
1003402,2022-02-04 19:24:29,3,1,1950,7a1bcc
1003403,2022-02-04 19:24:44,1,1,810,902c2f
1003404,2022-02-04 19:24:46,1,0,660,2d6dd8
1003405,2022-02-04 19:24:50,2,0,1320,0134c8
1003406,2022-02-04 19:25:06,2,0,1320,9a7414
1003407,2022-02-04 19:25:18,4,2,2700,0d45c6
1003408,2022-02-04 19:26:04,2,1,1560,f5856b
1003409,2022-02-04 19:26:39,1,0,780,0b1518
1003410,2022-02-04 19:26:44,2,1,1170,2b815a
1003411,2022-02-04 19:27:16,1,1,810,d13bae
1003412,2022-02-04 19:27:23,1,0,660,b19538
1003413,2022-02-04 19:27:33,2,1,1410,d07c3b
1003414,2022-02-04 19:27:42,1,0,600,fa887c
1003415,2022-02-04 19:27:45,1,0,600,cad41a
1003416,2022-02-04 19:27:58,1,1,750,5b6163
1003417,2022-02-04 19:27:59,1,0,780,9b5066
1003418,2022-02-04 19:28:11,6,0,4560,c9f5ba
1003419,2022-02-04 19:28:18,1,0,540,d40249
1003420,2022-02-04 19:28:37,5,3,3750,af7825
1003421,2022-02-04 19:29:07,1,0,720,6a521a
1003422,2022-02-04 19:29:19,1,0,840,3ac6a0
1003423,2022-02-04 19:29:20,1,1,870,894577
1003424,2022-02-04 19:29:46,1,1,810,aad720
1003425,2022-02-04 19:30:24,1,0,600,a85ada
1003426,2022-02-04 19:30:30,2,0,1380,cb404c
1003427,2022-02-04 19:30:33,3,0,2160,0ea74d
1003428,2022-02-04 19:30:34,1,0,840,b716be
1003429,2022-02-04 19:30:58,1,1,930,fab423
1003430,2022-02-04 19:30:59,2,0,1440,9a0e3f
1003431,2022-02-04 19:31:08,2,0,1560,6c13da
1003432,2022-02-04 19:31:17,1,1,930,82ce93
1003433,2022-02-04 19:31:20,4,1,2670,b6de93
1003434,2022-02-04 19:31:23,1,0,660,1eafe1
1003435,2022-02-04 19:31:24,1,0,540,747f25
1003436,2022-02-04 19:32:00,1,1,780,6c6a33
1003437,2022-02-04 19:32:03,2,0,1500,d8ed8e
1003438,2022-02-04 19:32:14,1,1,600,076613
1003439,2022-02-04 19:32:21,1,1,630,adfea1
1003440,2022-02-04 19:32:23,4,1,2790,556069
1003441,2022-02-04 19:32:30,3,1,1980,0e8939
1003442,2022-02-04 19:32:54,1,0,780,bd4001
1003443,2022-02-04 19:32:55,2,0,1380,076613
1003444,2022-02-04 19:33:26,1,1,930,df791a
1003445,2022-02-04 19:33:26,1,0,720,c05073
1003446,2022-02-04 19:33:39,1,0,780,106f58
1003447,2022-02-04 19:34:03,1,0,780,30f09c
1003448,2022-02-04 19:34:15,1,0,840,f64d6e
1003449,2022-02-04 19:34:18,2,0,1500,6b8a29
1003450,2022-02-04 19:34:30,2,0,1560,253e83
1003451,2022-02-04 19:34:57,2,0,1500,610493
1003452,2022-02-04 19:35:13,1,0,780,c19d50
1003453,2022-02-04 19:35:16,1,1,930,9b1548
1003454,2022-02-04 19:35:24,1,1,930,65c026
1003455,2022-02-04 19:36:30,2,1,1380,48364f
1003456,2022-02-04 19:36:31,3,1,1980,abcffe
1003457,2022-02-04 19:36:47,2,0,1380,0ed8eb
1003458,2022-02-04 19:36:52,2,0,1560,1d91ef
1003459,2022-02-04 19:36:54,2,0,1320,393ce0
1003460,2022-02-04 19:37:04,2,1,1290,ec0a54
1003461,2022-02-04 19:37:18,1,0,660,0c67b0
1003462,2022-02-04 19:37:19,1,0,540,af1869
1003463,2022-02-04 19:37:26,1,0,780,2d514a
1003464,2022-02-04 19:37:37,1,0,540,a70ab1
1003465,2022-02-04 19:37:58,2,0,1680,df7083
1003466,2022-02-04 19:38:03,4,3,3060,153b4c
1003467,2022-02-04 19:38:08,5,2,3120,730f87
1003468,2022-02-04 19:38:12,1,0,660,d513ce
1003469,2022-02-04 19:38:24,1,0,840,e8c024
1003470,2022-02-04 19:38:35,1,0,540,c11a12
1003471,2022-02-04 19:38:42,1,0,600,e93d6a
1003472,2022-02-04 19:38:43,1,0,720,9d6d23
1003473,2022-02-04 19:38:59,4,2,2910,8f608b
1003474,2022-02-04 19:39:05,2,1,1530,b8ff29
1003475,2022-02-04 19:39:32,2,0,1380,3a09bd
1003476,2022-02-04 19:39:33,1,0,540,38d26d
1003477,2022-02-04 19:39:35,2,1,1440,4d2ce6
1003478,2022-02-04 19:40:01,1,0,720,414f04
1003479,2022-02-04 19:40:19,1,0,540,fd9997
1003480,2022-02-04 19:40:22,1,0,780,10487c
1003481,2022-02-04 19:40:40,2,1,1440,3b9135
1003482,2022-02-04 19:40:52,1,0,780,9b7c82
1003483,2022-02-04 19:41:05,1,0,780,c9f011
1003484,2022-02-04 19:41:11,1,0,720,8b643c
1003485,2022-02-04 19:41:12,1,1,810,884a94
1003486,2022-02-04 19:41:29,2,1,1530,366fc9
1003487,2022-02-04 19:41:46,4,0,2940,0375a9
1003488,2022-02-04 19:41:47,2,2,1470,c2dd70
1003489,2022-02-04 19:42:17,1,0,720,7cb1e7
1003490,2022-02-04 19:42:18,1,0,600,803709
1003491,2022-02-04 19:42:28,2,0,1620,530364
1003492,2022-02-04 19:42:39,1,1,840,6b75a0
1003493,2022-02-04 19:42:50,1,0,660,2d705f
1003494,2022-02-04 19:43:59,2,1,1620,071f2b
1003495,2022-02-04 19:44:34,1,0,600,7b995e
1003496,2022-02-04 19:44:45,1,0,540,798dcb
1003497,2022-02-04 19:44:57,4,1,2940,53b62d
1003498,2022-02-04 19:45:09,1,0,660,ceed6c
1003499,2022-02-04 19:45:11,1,0,600,58a787
1003500,2022-02-04 19:45:14,1,0,720,8cf1fe
1003501,2022-02-04 19:45:25,2,0,1560,78f0cf
1003502,2022-02-04 19:45:41,2,0,1440,ef0ffd
1003503,2022-02-04 19:45:43,2,1,1530,03a667
1003504,2022-02-04 19:45:46,3,0,2100,a19669
1003505,2022-02-04 19:46:15,1,1,630,a19b37
1003506,2022-02-04 19:46:16,1,0,540,c97624
1003507,2022-02-04 19:46:17,1,0,540,b3cff8
1003508,2022-02-04 19:46:23,1,0,720,783875
1003509,2022-02-04 19:46:28,1,0,840,d919fd
1003510,2022-02-04 19:46:33,1,0,840,76ffdd
1003511,2022-02-04 19:46:37,2,0,1320,891903
1003512,2022-02-04 19:47:00,2,1,1650,e77ba1
1003513,2022-02-04 19:47:04,4,3,3330,dd5708
1003514,2022-02-04 19:47:05,2,0,1560,0dcef9
1003515,2022-02-04 19:47:06,1,0,840,19c01d
1003516,2022-02-04 19:47:21,1,1,600,6899ae
